DEPARTAMENTO,PROVINCIA,UBIGEO,SEXO,TIPO_CONTRATO,MATERIAL_PISOS,MATERIAL_TECHOS,MATERIAL_PAREDES,NINOS_ASISTEN_COLEGIO,SITUACION_EDUCATIVA_ESPERADA,SIN_SEGURO,ESTRSOCIAL,POBREZA,ANIO,MES,GASTO_ALIMENTOS_HOGAR,GASTO_ELECTRODOMESTICOS,INGRESO_JUNTOS,INGRESO_PENSION65,HORAS_SEMANA_OCUP_PRINCIPAL,INGRESO_TOTAL,NUM_HABITACIONES,EDAD,SERVICIOS_BASICOS,RECIBIO
APURIMAC,ANDAHUAYLAS,30213,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,1,0.0,56.8994157497949,0.0,0.0,42.0,700.0,4,42,No,No
APURIMAC,CHINCHEROS,30602,1,Indefinido,Piso de madera,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,4,0.0,38.130477837964,0.0,0.0,26.0,1299.0,1,62,Sí,No
AREQUIPA,AREQUIPA,40102,1,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Debería estar en superior,No,C,No Pobre,2014,6,0.0,139.905020653744,0.0,0.0,34.0,450.0,2,25,Sí,No
AREQUIPA,AREQUIPA,40102,0,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,6,0.0,244.560382762086,0.0,0.0,30.0,1300.0,4,55,Sí,No
AREQUIPA,AREQUIPA,40110,0,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,2,0.0,175.760270562796,0.0,0.0,40.0,1000.0,6,56,Sí,No
AREQUIPA,AREQUIPA,40110,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,2,0.0,67.5084620595298,0.0,0.0,40.0,1300.0,3,65,Sí,No
AREQUIPA,AREQUIPA,40101,1,Sin contrato,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,5,0.0,170.148022531449,0.0,0.0,36.0,35.0,3,69,Sí,No
AREQUIPA,AREQUIPA,40101,1,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,5,0.0,108.620401824429,0.0,0.0,48.0,1092.0,5,50,Sí,No
AREQUIPA,AREQUIPA,40101,0,Plazo fijo,Piso de cemento,Materiales precarios o no adecuados,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,5,0.0,16.663188081736,0.0,0.0,30.0,860.0,1,27,Sí,No
AREQUIPA,AREQUIPA,40101,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,B,No Pobre,2014,6,0.0,245.016561003112,0.0,0.0,48.0,7247.0,6,50,Sí,No
AREQUIPA,AREQUIPA,40101,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,B,No Pobre,2014,6,0.0,230.049692345455,0.0,0.0,48.0,3000.0,5,36,Sí,No
AREQUIPA,AREQUIPA,40101,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,B,No Pobre,2014,6,0.0,242.51719466037,0.0,0.0,48.0,5368.0,6,49,Sí,No
AREQUIPA,AREQUIPA,40129,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,9,0.0,232.665381337237,0.0,0.0,44.0,2000.0,5,52,Sí,No
AREQUIPA,AREQUIPA,40129,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,9,0.0,307.121454229269,0.0,0.0,36.0,2500.0,5,63,Sí,No
AREQUIPA,AREQUIPA,40109,0,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,2,0.0,115.866700495366,0.0,0.0,0.0,1500.0,4,58,Sí,No
AREQUIPA,AREQUIPA,40109,0,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,2,0.0,276.0094800916,0.0,0.0,40.0,1350.0,3,50,Sí,No
AREQUIPA,AREQUIPA,40104,0,Plazo fijo,Piso precario o sin acondicionar,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,5,0.0,5.95941199065786,0.0,0.0,72.0,850.0,1,57,Sí,No
AREQUIPA,AREQUIPA,40104,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,8,0.0,179.951444706708,0.0,0.0,30.0,600.0,3,63,Sí,No
AREQUIPA,AREQUIPA,40104,0,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,8,0.0,79.4957648923457,0.0,0.0,25.0,1300.0,4,64,Sí,No
AREQUIPA,AREQUIPA,40102,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,11,0.0,149.866820109405,0.0,0.0,48.0,1680.0,3,57,Sí,No
AREQUIPA,AREQUIPA,40102,0,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,11,0.0,269.330172465421,0.0,0.0,35.0,1500.0,5,47,Sí,No
AREQUIPA,AREQUIPA,40110,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,5,0.0,30.1026243318871,0.0,0.0,45.0,1360.0,5,32,Sí,No
AREQUIPA,AREQUIPA,40110,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,5,0.0,16.2527695067896,0.0,0.0,65.0,920.0,1,72,Sí,No
AREQUIPA,AREQUIPA,40101,1,Plazo fijo,Piso de madera,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,7,0.0,119.69759126535,0.0,0.0,0.0,3966.0,2,51,Sí,No
AREQUIPA,AREQUIPA,40101,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,7,0.0,8.95924556809059,0.0,0.0,54.0,1299.0,2,60,Sí,No
AREQUIPA,AREQUIPA,40101,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,8,0.0,157.58257061833,0.0,0.0,41.0,1800.0,4,67,Sí,No
AREQUIPA,AREQUIPA,40101,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,8,0.0,64.6677835937647,0.0,0.0,23.0,6200.0,6,53,Sí,No
AREQUIPA,AREQUIPA,40101,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,C,No Pobre,2014,8,0.0,316.631647934117,0.0,0.0,40.0,3448.0,5,51,Sí,No
AREQUIPA,AREQUIPA,40129,1,Sin contrato,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,10,0.0,146.324824585964,0.0,0.0,24.0,1500.0,7,63,Sí,No
AREQUIPA,AREQUIPA,40107,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,12,0.0,64.6677835937647,0.0,0.0,70.0,3200.0,3,49,Sí,No
AREQUIPA,AREQUIPA,40107,0,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,Pobre No Extremo,2014,12,0.0,5.73041680764089,0.0,0.0,15.0,300.0,1,47,Sí,No
AREQUIPA,AREQUIPA,40107,1,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,12,0.0,186.021498295765,0.0,0.0,70.0,1600.0,3,46,Sí,No
AREQUIPA,AREQUIPA,40112,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,5,0.0,129.586623757099,0.0,0.0,42.0,1600.0,3,43,Sí,No
AREQUIPA,AREQUIPA,40112,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,6,0.0,163.852811510692,0.0,0.0,16.0,1150.0,3,52,Sí,No
AREQUIPA,AREQUIPA,40112,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,6,0.0,81.0214177388892,0.0,0.0,24.0,1240.0,5,53,Sí,No
AREQUIPA,AREQUIPA,40112,1,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,7,0.0,227.857191637935,0.0,0.0,84.0,1900.0,5,39,Sí,No
AREQUIPA,AREQUIPA,40112,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,7,0.0,111.846381373974,0.0,0.0,40.0,1850.0,5,46,Sí,No
AREQUIPA,AREQUIPA,40112,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,9,0.0,95.9017972823974,0.0,0.0,46.0,1400.0,2,69,Sí,No
AREQUIPA,AREQUIPA,40112,1,Indefinido,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Inscrito actualmente,No,D,No Pobre,2014,12,0.0,166.510141672827,0.0,0.0,24.0,2995.0,3,31,Sí,No
AREQUIPA,AREQUIPA,40112,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,12,0.0,0.0,0.0,0.0,45.0,736.0,3,59,Sí,No
AREQUIPA,AREQUIPA,40102,0,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,4,0.0,29.1836908532783,0.0,0.0,45.0,954.0,1,39,Sí,No
AREQUIPA,AREQUIPA,40102,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,6,0.0,269.76016931268,0.0,0.0,35.0,1600.0,6,47,Sí,No
AREQUIPA,AREQUIPA,40102,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,6,0.0,155.179432011004,0.0,0.0,24.0,2748.0,2,39,Sí,No
AREQUIPA,AREQUIPA,40103,1,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,8,0.0,151.019248145632,0.0,0.0,72.0,919.0,4,59,Sí,No
AREQUIPA,AREQUIPA,40103,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,8,0.0,195.664381033848,0.0,0.0,40.0,1149.0,5,56,Sí,No
AREQUIPA,AREQUIPA,40103,0,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,8,0.0,70.5016003096807,0.0,0.0,0.0,1000.0,4,31,Sí,No
AREQUIPA,AREQUIPA,40103,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,9,0.0,141.703073229795,0.0,0.0,48.0,1080.0,5,45,Sí,No
AREQUIPA,AREQUIPA,40110,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,11,0.0,124.453316971419,0.0,0.0,16.0,380.0,5,76,Sí,No
AREQUIPA,AREQUIPA,40110,0,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,12,0.0,146.462696721043,0.0,0.0,25.0,1510.0,6,61,Sí,No
AREQUIPA,AREQUIPA,40110,1,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,12,0.0,213.37467967503,0.0,0.0,54.0,3220.0,2,47,Sí,No
AREQUIPA,AREQUIPA,40107,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,1,0.0,28.5171736128271,0.0,0.0,77.0,1600.0,3,44,Sí,No
AREQUIPA,AREQUIPA,40107,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,1,0.0,359.933516802709,0.0,0.0,48.0,1400.0,5,48,Sí,No
AREQUIPA,AREQUIPA,40109,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,3,0.0,110.007473900078,0.0,0.0,57.0,750.0,6,59,Sí,No
AREQUIPA,AREQUIPA,40109,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,3,0.0,33.5439457127882,0.0,0.0,77.0,750.0,7,64,Sí,No
AREQUIPA,AREQUIPA,40109,0,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Inscrito actualmente,No,E,No Pobre,2014,4,0.0,304.594337593526,0.0,0.0,40.0,1950.0,3,58,Sí,No
AREQUIPA,AREQUIPA,40109,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,4,0.0,15.2431204185302,0.0,0.0,30.0,1900.0,4,58,Sí,No
AREQUIPA,AREQUIPA,40109,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,4,0.0,271.265001468363,0.0,0.0,56.0,800.0,2,47,Sí,No
AREQUIPA,AREQUIPA,40112,1,Indefinido,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,5,0.0,82.8958091894217,0.0,0.0,0.0,780.0,3,59,Sí,No
AREQUIPA,AREQUIPA,40112,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,7,0.0,83.4745119827566,0.0,0.0,45.0,720.0,3,50,Sí,No
AREQUIPA,AREQUIPA,40112,1,Sin contrato,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,11,0.0,233.323316140399,0.0,0.0,60.0,2000.0,5,43,Sí,No
AREQUIPA,AREQUIPA,40112,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,11,0.0,178.873199640778,0.0,0.0,54.0,1500.0,5,53,Sí,No
AREQUIPA,AREQUIPA,40112,1,Locación / SNP,Piso de cemento,Materiales estructurales formales,Materiales tradicionales de tierra,Asisten,Adulto (25+) sin matrícula — no aplica,No,D,No Pobre,2014,11,0.0,27.1213239563725,0.0,0.0,48.0,1680.0,2,41,Sí,No
AREQUIPA,AREQUIPA,40104,1,Sin contrato,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,3,0.0,101.911375652983,0.0,0.0,53.0,1000.0,1,42,Sí,No
AREQUIPA,AREQUIPA,40104,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,3,0.0,29.0941006902352,0.0,0.0,54.0,1500.0,2,30,Sí,No
AREQUIPA,AREQUIPA,40104,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,4,0.0,4.40586958866788,0.0,0.0,46.0,1400.0,1,27,Sí,No
AREQUIPA,AREQUIPA,40104,1,Plazo fijo,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,4,0.0,21.1668370966667,0.0,0.0,45.0,2400.0,1,32,Sí,No
AREQUIPA,AREQUIPA,40102,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,6,0.0,4.27251598660544,0.0,0.0,18.0,480.0,1,28,Sí,No
AREQUIPA,AREQUIPA,40102,0,Sin contrato,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,6,0.0,19.5929181496363,0.0,0.0,15.0,200.0,3,54,Sí,No
AREQUIPA,AREQUIPA,40103,1,CAS,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,7,0.0,21.4424508072726,0.0,0.0,70.0,1000.0,3,45,Sí,No
AREQUIPA,AREQUIPA,40103,1,Plazo fijo,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,7,0.0,47.4817789882407,0.0,0.0,77.0,3000.0,4,38,Sí,No
AREQUIPA,AREQUIPA,40103,0,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,8,0.0,104.357741174505,0.0,0.0,40.0,320.0,2,31,Sí,No
AREQUIPA,AREQUIPA,40103,0,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,8,0.0,4.7382574568078,0.0,0.0,72.0,800.0,4,54,Sí,No
AREQUIPA,AREQUIPA,40103,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,8,0.0,44.8548136102785,0.0,0.0,42.0,1000.0,2,56,Sí,No
AREQUIPA,AREQUIPA,40103,1,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,8,0.0,206.95204220943,0.0,0.0,54.0,1725.0,7,47,Sí,No
AREQUIPA,AREQUIPA,40103,1,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,8,0.0,0.0,0.0,0.0,98.0,1036.0,1,71,Sí,No
AREQUIPA,AREQUIPA,40110,0,Indefinido,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,9,0.0,49.7985176089865,0.0,0.0,40.0,2299.0,3,61,Sí,No
AREQUIPA,AREQUIPA,40110,1,Plazo fijo,Pisos formales de alto acabado,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,9,0.0,60.401159370759,0.0,0.0,20.0,1800.0,6,44,Sí,No
AREQUIPA,AREQUIPA,40107,0,Sin contrato,Piso de cemento,Materiales semi-formales o industriales ligeros,Materiales mixtos o semi-formales,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,11,0.0,48.5720285960859,0.0,0.0,50.0,400.0,1,34,Sí,No
AREQUIPA,AREQUIPA,40107,1,Sin contrato,Piso de cemento,Materiales estructurales formales,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,11,0.0,42.0078944912686,0.0,0.0,24.0,200.0,2,67,Sí,No
AREQUIPA,AREQUIPA,40112,1,Sin contrato,Piso precario o sin acondicionar,Materiales semi-formales o industriales ligeros,Materiales formales o resistente,Asisten,Adulto (25+) sin matrícula — no aplica,No,E,No Pobre,2014,1,0.0,7.89709576134634,0.0,0.0,31.0,480.0,1,38,Sí,No
